id,montant,categorie,date
F2368,189.57,Materiel,2025-07-05
F2369,3.17,Marketing,2025-11-27
F2370,123232.27,Logistique,2025-04-22
F2371,7.12,Fournitures,2025-06-10
F2372,92.32,Materiel,2025-08-27
F2373,9.89,Materiel,2025-11-16
F2374,4480.2,Consulting,2025-09-04
F2375,1.35,Consulting,2025-11-05
F2376,30197.9,Deplacements,2025-07-08
F2377,2.46,Consulting,2025-07-18
F2378,29.03,Fournitures,2025-06-14
F2379,1301.17,Fournitures,2025-01-09
F2380,25106.43,Consulting,2025-05-20
F2381,36841.36,Fournitures,2025-10-20
F2382,12768.04,Materiel,2025-11-12
F2383,607.41,Consulting,2025-01-24
F2384,104.39,Services,2025-09-27
F2385,133875.11,Logistique,2025-09-13
F2386,474580.94,Logistique,2025-07-02
F2387,460406.43,Logistique,2025-04-06
F2388,7125.33,Consulting,2025-02-28
F2389,157.56,Marketing,2025-11-22
F2390,1.59,Services,2025-08-13
F2391,2888.84,Consulting,2025-01-20
F2392,6.33,Materiel,2025-08-25
F2393,7.96,Materiel,2025-09-20
F2394,3.47,Logistique,2025-10-05
F2395,709.37,Fournitures,2025-11-20
F2396,3825.34,Fournitures,2025-04-03
F2397,15153.96,Marketing,2025-02-19
F2398,182.64,Fournitures,2025-07-23
F2399,43256.42,Deplacements,2025-12-07
F2400,10610.66,Marketing,2025-02-15
F2401,11.66,Consulting,2025-07-14
F2402,383111.25,Deplacements,2025-06-09
F2403,6262.61,Services,2025-10-09
F2404,33619.49,Materiel,2025-06-06
F2405,2.43,Services,2025-04-04
F2406,1411.34,Fournitures,2025-09-09
F2407,9.4,Marketing,2025-05-27
F2408,12.67,Materiel,2025-08-14
F2409,53.25,Deplacements,2025-05-03
F2410,4198.58,Services,2025-02-04
F2411,2927.26,Materiel,2025-08-10
F2412,12405.69,Fournitures,2025-08-19
F2413,15049.14,Deplacements,2025-08-10
F2414,58791.03,Fournitures,2025-05-05
F2415,24051.27,Marketing,2025-04-17
F2416,2.2,Fournitures,2025-09-21
F2417,147.85,Fournitures,2025-12-07
F2418,160214.96,Consulting,2025-01-13
F2419,12.12,Consulting,2025-02-17
F2420,19206.61,Marketing,2025-08-12
F2421,1.2,Fournitures,2025-04-08
F2422,194.79,Services,2025-09-08
F2423,13.48,Logistique,2025-11-01
F2424,12185.35,Logistique,2025-08-25
F2425,131.77,Marketing,2025-12-14
F2426,61.34,Logistique,2025-10-02
F2427,2.1,Deplacements,2025-08-15
F2428,42.33,Marketing,2025-11-26
F2429,8.14,Logistique,2025-07-19
F2430,33128.7,Services,2025-01-13
F2431,7.32,Deplacements,2025-06-01
F2432,2739.31,Marketing,2025-10-14
F2433,39719.88,Marketing,2025-10-13
F2434,4053.56,Services,2025-09-27
F2435,66986.11,Marketing,2025-03-17
F2436,18.99,Marketing,2025-04-07
F2437,160234.76,Deplacements,2025-05-03
F2438,33267.67,Consulting,2025-06-27
F2439,282271.48,Consulting,2025-10-18
F2440,9670.05,Consulting,2025-04-28
F2441,22.25,Deplacements,2025-11-01
F2442,5.98,Marketing,2025-07-27
F2443,300.96,Services,2025-08-25
F2444,24.6,Logistique,2025-07-14
F2445,182603.58,Marketing,2025-07-06
F2446,358899.41,Materiel,2025-01-19
F2447,12410.43,Consulting,2025-12-23
F2448,419.03,Logistique,2025-03-28
F2449,13.35,Marketing,2025-01-07
F2450,4.09,Services,2025-13-26
F2451,70.39,Consulting,2025-06-05
F2452,11.61,Services,2025-09-21
F2453,8106.56,Deplacements,2025-06-10
F2454,70.09,Marketing,2025-08-09
F2455,7.81,Logistique,2025-06-15
F2456,1150.54,Consulting,2025-12-28
F2457,144.08,Consulting,2025-12-26
F2458,88.82,Deplacements,2025-09-13
F2459,707.24,Materiel,2025-07-14
F2460,25319.51,Consulting,2025-11-04
F2461,64.32,Services,2025-05-13
F2462,55.55,Marketing,2025-08-17
F2463,210622.39,Marketing,2025-12-23
F2464,14479.07,Fournitures,2025-02-07
F2465,6.16,Deplacements,2025-01-25
F2466,4.72,Consulting,2025-06-17
F2467,43.77,Marketing,2025-11-08
F2468,29497.62,Materiel,2025-10-01
F2469,20.47,Logistique,2025-07-20
F2470,404.43,Marketing,2025-08-15
F2471,68069.58,Deplacements,2025-01-17
F2472,125630.52,Fournitures,2025-07-03
F2473,6.85,Logistique,2025-11-16
F2474,26.51,Marketing,2025-06-20
F2475,16.98,Services,2025-07-21
F2476,9200.23,Services,2025-04-01
F2477,3.18,Marketing,2025-06-15
F2478,3.62,Consulting,2025-06-21
F2479,17.37,Materiel,2025-06-10
F2480,808.52,Consulting,2025-06-04
F2481,30.64,Fournitures,2025-11-10
F2482,35.91,Fournitures,2025-08-07
F2483,18.67,Logistique,2025-04-18
F2484,61.39,Services,2025-05-25
F2485,2.15,Services,2025-13-02
F2486,34.72,Deplacements,2025-12-22
F2487,2.45,Fournitures,2025-08-15
F2488,92721.18,Marketing,2025-08-15
F2489,2.18,Logistique,2025-08-26
F2490,739.99,Consulting,2025-03-06
F2491,15.02,Marketing,2025-03-07
F2492,1.62,Marketing,2025-12-13
F2493,572.78,Logistique,2025-09-18
F2494,17463.58,Materiel,2025-02-15
F2495,25.46,Marketing,2025-08-13
F2496,31864.89,Fournitures,2025-05-24
F2497,11555.51,Logistique,2025-11-12
F2498,7.59,Logistique,2025-03-06
F2499,3816.63,Materiel,2025-06-18
F2500,2767.65,Fournitures,2025-05-18
F2501,159.83,Consulting,2025-05-28
F2502,12543.21,Materiel,2025-08-16
F2503,32.16,Logistique,2025-01-20
F2504,1.3,Consulting,2025-06-23
F2505,46.72,Fournitures,2025-07-13
F2506,936.81,Marketing,2025-03-09
F2507,73828.86,Deplacements,2025-05-01
F2508,255601.67,Fournitures,2025-13-02
F2509,4.43,Marketing,2025-03-14
F2510,41053.18,Services,2025-12-18
F2511,305.89,Fournitures,2025-05-09
F2512,1620.79,Consulting,2025-01-27
F2513,3888.52,Consulting,2025-09-10
F2514,4663.19,Services,2025-11-21
F2515,2971.24,Logistique,2025-03-09
F2516,61.88,Services,2025-06-13
F2517,9956.3,Services,2025-11-21
F2518,302.02,Services,2025-12-09
F2519,797.15,Marketing,2025-08-12
F2520,34.56,Materiel,2025-06-27
F2521,7502.62,Consulting,2025-12-13
F2522,36.45,Logistique,2025-11-12
F2523,153103.23,Deplacements,2025-07-14
F2524,59.98,Consulting,2025-12-01
F2525,67.12,Deplacements,2025-10-26
F2526,2059.52,Deplacements,2025-10-07
F2527,57.37,Deplacements,2025-07-07
F2528,256190.11,Marketing,2025-05-05
F2529,97.97,Deplacements,2025-06-11
F2530,2581.27,Deplacements,2025-07-17
F2531,119.74,Logistique,2025-07-27
F2532,642.07,Consulting,2025-02-05
F2533,7.37,Materiel,2025-05-15
F2534,564.21,Deplacements,2025-11-14
F2535,7.03,Marketing,2025-09-04
F2536,23738.34,Consulting,2025-01-05
F2537,3180.72,Services,2025-08-27
F2538,51.84,Marketing,2025-08-13
F2539,31243.03,Consulting,2025-05-03
F2540,1523.52,Materiel,2025-13-26
F2541,1.51,Logistique,2025-08-13
F2542,14133.42,Fournitures,2025-06-03
F2543,14.26,Logistique,2025-03-20
F2544,1815.42,Marketing,2025-11-10
F2545,196363.12,Fournitures,2025-04-20
F2546,69233.04,Services,2025-11-14
F2547,27.26,Marketing,2025-01-25
F2548,4.96,Marketing,2025-12-07
F2549,2.9,Marketing,2025-04-01
F2550,2.14,Logistique,2025-01-06
F2551,441164.1,Materiel,2025-13-25
F2552,13.67,Fournitures,2025-02-19
F2553,892.68,Deplacements,2025-03-16
F2554,18.71,Fournitures,2025-02-21
F2555,10054.3,Fournitures,2025-05-08
F2556,18641.79,Fournitures,2025-12-25
F2557,11.83,Marketing,2025-03-22
F2558,148.78,Logistique,2025-02-08
F2559,93.17,Consulting,2025-11-02
F2560,98986.81,Marketing,2025-01-08
F2561,2.69,Consulting,2025-11-28
F2562,33385.7,Marketing,2025-07-15
F2563,204954.28,Materiel,2025-07-13
F2564,1.43,Fournitures,2025-06-19
F2565,52.9,Deplacements,2025-02-08
F2566,269204.25,Services,2025-03-06
F2567,67.32,Marketing,2025-07-05
F2568,5.72,Fournitures,2025-08-25
F2569,5025.27,Marketing,2025-02-09
F2570,713.84,Materiel,2025-06-28
F2571,10744.97,Fournitures,2025-11-20
F2572,176714.31,Marketing,2025-02-07
F2573,449.88,Consulting,2025-10-24
F2574,12594.58,Consulting,2025-01-17
F2575,2.51,Fournitures,2025-09-25
F2576,2008.83,Fournitures,2025-01-16
F2577,13205.16,Consulting,2025-04-08
F2578,8.31,Fournitures,2025-09-27
F2579,14.41,Materiel,2025-03-21
F2580,93518.02,Consulting,2025-11-23
F2581,42.28,Consulting,2025-10-18
F2582,307.03,Marketing,2025-05-17
F2583,1668.56,Deplacements,2025-07-17
F2584,66.87,Marketing,2025-01-23
F2585,542.41,Fournitures,2025-12-21
F2586,16.3,Marketing,2025-03-14
F2587,31545.9,Fournitures,2025-13-26
F2588,98.47,Consulting,2025-04-07
F2589,1.02,Materiel,2025-12-04
F2590,1.23,Services,2025-05-22
F2591,2499.89,Deplacements,2025-13-01
F2592,256.67,Services,2025-05-01
F2593,183.15,Marketing,2025-07-10
F2594,833.77,Logistique,2025-04-25
F2595,9649.06,Consulting,2025-10-15
F2596,32633.02,Materiel,2025-10-11
F2597,4063.72,Consulting,2025-03-27
F2598,5.12,Consulting,2025-07-22
F2599,1.69,Consulting,2025-11-15
F2600,338491.15,Deplacements,2025-02-20
F2601,2.52,Marketing,2025-07-12
F2602,165619.64,Deplacements,2025-08-02
F2603,24.67,Deplacements,2025-08-02
F2604,93100.38,Logistique,2025-12-16
F2605,215513.41,Fournitures,2025-02-10
F2606,2.6,Fournitures,2025-06-17
F2607,181872.93,Materiel,2025-09-24
F2608,42.11,Logistique,2025-01-01
F2609,219.44,Services,2025-04-25
F2610,1.95,Materiel,2025-06-16
F2611,11803.02,Fournitures,2025-05-08
F2612,1073.94,Logistique,2025-13-01
F2613,306891.44,Logistique,2025-07-16
F2614,4198.22,Fournitures,2025-04-24
F2615,474.94,Marketing,2025-08-20
F2616,10540.09,Services,2025-11-05
F2617,2774.63,Marketing,2025-02-23
F2618,1.02,Fournitures,2025-03-21
F2619,6.43,Deplacements,2025-12-21
F2620,1.28,Marketing,2025-12-14
F2621,5646.95,Consulting,2025-06-22
F2622,152.17,Consulting,2025-11-21
F2623,264650.6,Materiel,2025-04-26
F2624,8.66,Marketing,2025-12-04
F2625,19.9,Fournitures,2025-04-23
F2626,15.16,Fournitures,2025-02-26
F2627,378374.36,Fournitures,2025-01-23
F2628,18.8,Consulting,2025-07-24
F2629,7961.94,Consulting,2025-09-10
F2630,19231.23,Marketing,2025-08-04
F2631,2892.92,Materiel,2025-08-05
F2632,16.18,Logistique,2025-07-10
F2633,31.63,Fournitures,2025-13-28
F2634,22246.61,Deplacements,2025-13-26
F2635,1097.79,Marketing,2025-01-27
F2636,12624.77,Services,2025-02-06
F2637,259321.9,Marketing,2025-07-28
F2638,326603.62,Deplacements,2025-11-28
F2639,3.59,Materiel,2025-10-20
F2640,85.89,Marketing,2025-08-18
F2641,2.2,Fournitures,2025-10-19
F2642,25865.52,Deplacements,2025-12-23
F2643,13.55,Marketing,2025-08-24
F2644,155.23,Deplacements,2025-10-15
F2645,6835.06,Marketing,2025-09-03
F2646,208.72,Services,2025-05-06
F2647,15.71,Materiel,2025-08-02
F2648,1167.82,Logistique,2025-10-03
F2649,86361.59,Logistique,2025-05-05
F2650,2.13,Deplacements,2025-02-14
F2651,670.57,Services,2025-06-28
F2652,62.5,Logistique,2025-05-01
F2653,13807.61,Fournitures,2025-01-04
F2654,25436.4,Logistique,2025-11-08
F2655,22.67,Materiel,2025-13-27
F2656,2.82,Services,2025-04-08
F2657,38.96,Consulting,2025-04-19
F2658,123.45,Deplacements,2025-12-02
F2659,1.99,Logistique,2025-09-08
F2660,237.12,Fournitures,2025-13-27
F2661,93358.22,Logistique,2025-12-28
F2662,7510.91,Materiel,2025-10-18
F2663,33029.24,Marketing,2025-06-24
F2664,24.17,Marketing,2025-02-25
F2665,349837.67,Services,2025-06-28
F2666,36.13,Logistique,2025-06-05
F2667,6.27,Marketing,2025-12-24
F2668,75.2,Marketing,2025-04-16
F2669,5343.67,Deplacements,2025-10-06
F2670,19.41,Fournitures,2025-04-28
F2671,9.1,Marketing,2025-03-25
F2672,4.45,Logistique,2025-05-11
F2673,446258.59,Logistique,2025-07-07
F2674,189.99,Services,2025-04-23
F2675,66.81,Logistique,2025-03-03
F2676,12.59,Services,2025-03-10
F2677,106367.88,Logistique,2025-01-27
F2678,168.39,Marketing,2025-05-14
F2679,45725.67,Materiel,2025-09-20
F2680,73.61,Marketing,2025-08-23
F2681,430.98,Services,2025-04-15
F2682,75.32,Services,2025-04-21
F2683,2777.38,Services,2025-04-12
F2684,9525.59,Materiel,2025-02-16
F2685,86.72,Consulting,2025-07-17
F2686,434317.16,Consulting,2025-09-14
F2687,13.75,Services,2025-10-11
F2688,2.03,Consulting,2025-05-25
F2689,298073.02,Marketing,2025-12-14
F2690,5.49,Fournitures,2025-12-24
F2691,35299.99,Marketing,2025-11-06
F2692,54231.06,Materiel,2025-01-08
F2693,199.4,Fournitures,2025-03-19
F2694,14290.12,Fournitures,2025-03-22
F2695,14449.58,Logistique,2025-12-24
F2696,284.04,Marketing,2025-03-21
F2697,178.06,Deplacements,2025-05-09
F2698,111294.84,Fournitures,2025-06-12
F2699,692.01,Consulting,2025-11-26
F2700,9748.05,Consulting,2025-10-25
F2701,317.69,Fournitures,2025-05-09
F2702,24820.87,Consulting,2025-07-21
F2703,3.76,Consulting,2025-02-14
F2704,9022.21,Services,2025-12-13
F2705,13941.15,Materiel,2025-05-04
F2706,4.19,Materiel,2025-07-13
F2707,180614.67,Fournitures,2025-12-01
F2708,3896.53,Materiel,2025-01-19
F2709,370.21,Services,2025-09-07
F2710,12264.66,Marketing,2025-09-02
F2711,2.16,Consulting,2025-02-22
F2712,1100.65,Fournitures,2025-04-13
F2713,11.86,Materiel,2025-12-24
F2714,166764.31,Materiel,2025-12-25
F2715,204.12,Consulting,2025-06-05
F2716,97.41,Materiel,2025-13-01
F2717,1716.82,Deplacements,2025-03-22
F2718,2.66,Marketing,2025-11-05
F2719,5.47,Materiel,2025-08-15
F2720,4691,Fournitures,2025-06-25
F2721,51.44,Fournitures,2025-06-17
F2722,1.51,Deplacements,2025-07-14
F2723,16746.69,Marketing,2025-02-03
F2724,307471.56,Marketing,2025-03-01
F2725,19.32,Consulting,2025-02-25
F2726,170738.93,Fournitures,2025-10-16
F2727,181453.2,Marketing,2025-05-03
F2728,181.47,Logistique,2025-01-12
F2729,71477.6,Materiel,2025-05-01
F2730,53621.92,Marketing,2025-12-27
F2731,2.22,Consulting,2025-10-13
F2732,19713.67,Deplacements,2025-07-13
F2733,2483.22,Logistique,2025-01-14
F2734,1.24,Fournitures,2025-08-12
F2735,1.97,Materiel,2025-07-18
F2736,7478.93,Deplacements,2025-05-10
F2737,1.3,Fournitures,2025-11-20
F2738,3073.47,Logistique,2025-03-24
F2739,1.21,Materiel,2025-12-11
F2740,84959.18,Fournitures,2025-01-17
F2741,77993.74,Services,2025-12-27
F2742,172148.73,Logistique,2025-07-02
F2743,40.39,Materiel,2025-06-28
F2744,1859.7,Logistique,2025-09-09
F2745,7439.45,Services,2025-10-06
F2746,11767.9,Materiel,2025-05-10
F2747,68.67,Marketing,2025-09-18
F2748,82366.12,Services,2025-04-03
F2749,153.98,Marketing,2025-08-14
F2750,52.04,Marketing,2025-01-11
F2751,15.92,Materiel,2025-01-15
F2752,208744.63,Materiel,2025-08-15
F2753,88652.69,Deplacements,2025-04-26
F2754,7.43,Materiel,2025-04-18
F2755,91009.84,Deplacements,2025-03-20
F2756,2429.22,Fournitures,2025-08-26
F2757,68.87,Consulting,2025-06-09
F2758,1.95,Marketing,2025-10-10
F2759,34806.43,Logistique,2025-07-07
F2760,280551.57,Consulting,2025-08-26
F2761,24345.61,Logistique,2025-06-13
F2762,2333.66,Logistique,2025-09-23
F2763,1.98,Logistique,2025-11-22
F2764,12.31,Services,2025-06-01
F2765,319.55,Deplacements,2025-04-23
F2766,250.5,Consulting,2025-10-09
F2767,358.45,Services,2025-11-10
F2768,2236,Deplacements,2025-06-21
F2769,6.12,Materiel,2025-09-24
F2770,32.96,Services,2025-06-26
F2771,2292.18,Marketing,2025-10-12
F2772,10037.33,Consulting,2025-06-21
F2773,276785.69,Materiel,2025-03-05
F2774,664.56,Fournitures,2025-07-09
F2775,47679.59,Services,2025-12-27
F2776,75.52,Logistique,2025-09-13
F2777,112752.64,Marketing,2025-05-16
F2778,1236.88,Logistique,2025-13-26
F2779,1331.01,Materiel,2025-07-09
F2780,4057.4,Marketing,2025-03-04
F2781,31.93,Logistique,2025-01-04
F2782,72855.96,Deplacements,2025-03-19
F2783,355129.84,Fournitures,2025-02-01
F2784,2427.29,Marketing,2025-07-24
F2785,2511.76,Marketing,2025-08-16
F2786,121061.34,Materiel,2025-09-10
F2787,1.2,Marketing,2025-01-23
F2788,146035.82,Materiel,2025-07-15
F2789,94.22,Deplacements,2025-02-05
F2790,368.74,Logistique,2025-11-17
F2791,97267.64,Logistique,2025-03-05
F2792,2.71,Logistique,2025-09-06
F2793,1.58,Services,2025-08-22
F2794,1.19,Services,2025-13-26
F2795,119786.77,Marketing,2025-08-01
F2796,3771.86,Fournitures,2025-01-04
F2797,78395.48,Deplacements,2025-11-03
F2798,14342.67,Marketing,2025-04-20
F2799,19.05,Fournitures,2025-02-23
F2800,410.2,Deplacements,2025-01-19
F2801,61377.83,Fournitures,2025-02-19
F2802,11.48,Materiel,2025-09-11
F2803,1569.38,Consulting,2025-08-18
F2804,65234.23,Deplacements,2025-06-12
F2805,12323.74,Materiel,2025-03-06
F2806,18807.58,Materiel,2025-06-25
F2807,38.85,Consulting,2025-10-08
F2808,3.58,Fournitures,2025-09-24
F2809,1.99,Fournitures,2025-08-24
F2810,487.01,Materiel,2025-05-12
F2811,3.99,Marketing,2025-12-07
F2812,45.01,Marketing,2025-08-16
F2813,14.41,Materiel,2025-03-25
F2814,446422.15,Fournitures,2025-10-10
F2815,97.1,Deplacements,2025-12-28
F2816,38.6,Deplacements,2025-09-07
F2817,33486.59,Fournitures,2025-12-23
F2818,12242.56,Fournitures,2025-13-28
F2819,75.47,Marketing,2025-08-12
F2820,1.66,Materiel,2025-10-22
F2821,160906.67,Logistique,2025-07-03
F2822,737.2,Materiel,2025-01-02
F2823,33621.08,Logistique,2025-10-13
F2824,57788.76,Marketing,2025-11-02
F2825,63,Consulting,2025-02-20
F2826,21433.63,Services,2025-09-20
F2827,12.91,Deplacements,2025-08-02
F2828,61692.77,Deplacements,2025-03-05
F2829,998.11,Materiel,2025-09-22
F2830,341.82,Logistique,2025-08-13
F2831,6648.29,Deplacements,2025-10-24
F2832,838.93,Deplacements,2025-03-03
F2833,452341.08,Consulting,2025-01-12
F2834,2895.02,Fournitures,2025-01-15
F2835,39389.9,Materiel,2025-02-03
F2836,1.18,Services,2025-07-28
F2837,52.33,Materiel,2025-06-17
F2838,36.93,Logistique,2025-13-27
F2839,14.28,Materiel,2025-06-23
F2840,39808.08,Deplacements,2025-02-23
F2841,1654.65,Fournitures,2025-10-20
F2842,5646.12,Deplacements,2025-01-12
F2843,1.8,Fournitures,2025-08-27
F2844,5.1,Materiel,2025-11-09
F2845,34785.15,Materiel,2025-11-04
F2846,88805.51,Fournitures,2025-12-08
F2847,1917.71,Fournitures,2025-08-23
F2848,175.83,Services,2025-12-02
F2849,5.43,Services,2025-06-22
F2850,181147.05,Fournitures,2025-11-25
F2851,734.59,Materiel,2025-10-11
F2852,296224.39,Consulting,2025-11-22
F2853,115643.98,Consulting,2025-01-11
F2854,181.81,Consulting,2025-05-10
F2855,14242.19,Fournitures,2025-05-03
F2856,1545.67,Deplacements,2025-09-19
F2857,122975.58,Marketing,2025-12-03
F2858,11907.06,Marketing,2025-13-28
F2859,461.49,Marketing,2025-01-13
F2860,270.43,Consulting,2025-04-24
F2861,17.79,Services,2025-04-09
F2862,110576.66,Marketing,2025-05-16
F2863,4372.06,Consulting,2025-04-27
F2864,6.73,Services,2025-10-26
F2865,12.88,Materiel,2025-07-20
F2866,60.88,Marketing,2025-03-08
F2867,237.08,Deplacements,2025-01-05
F2868,1881.63,Fournitures,2025-01-22
F2869,1.45,Consulting,2025-01-13
F2870,1147.45,Services,2025-12-25
F2871,1680.05,Consulting,2025-12-06
F2872,36018.94,Fournitures,2025-03-03
F2873,77904.65,Fournitures,2025-03-06
F2874,588.11,Deplacements,2025-03-21
F2875,11782.04,Logistique,2025-08-23
F2876,45369.06,Materiel,2025-08-06
F2877,40820.71,Marketing,2025-03-23
F2878,7656.56,Consulting,2025-03-08
F2879,7556.5,Services,2025-12-24
F2880,19.75,Consulting,2025-10-16
F2881,2.34,Deplacements,2025-01-15
F2882,328843.04,Marketing,2025-02-11
F2883,38814.39,Fournitures,2025-12-28
F2884,2.4,Services,2025-02-21
F2885,5500.77,Logistique,2025-10-16
F2886,58869.16,Deplacements,2025-12-25
F2887,401129.68,Materiel,2025-13-26
F2888,33.86,Services,2025-02-06
F2889,5682.93,Consulting,2025-06-22
F2890,1130.18,Materiel,2025-05-24
F2891,3.34,Materiel,2025-01-03
F2892,14.18,Services,2025-09-08
F2893,13722.98,Marketing,2025-08-18
F2894,116.65,Fournitures,2025-12-04
F2895,7.47,Fournitures,2025-05-28
F2896,179192.5,Consulting,2025-07-14
F2897,247687.6,Marketing,2025-08-23
F2898,29088.88,Deplacements,2025-05-20
F2899,182799.93,Consulting,2025-04-16
F2900,53385.14,Logistique,2025-02-21
F2901,2.63,Services,2025-07-27
F2902,57377.11,Deplacements,2025-05-09
F2903,4.07,Consulting,2025-09-18
F2904,21.45,Marketing,2025-05-27
F2905,3380.53,Materiel,2025-09-14
F2906,66295.07,Marketing,2025-02-21
F2907,234.5,Fournitures,2025-11-19
F2908,1,Fournitures,2025-07-13
F2909,2193.17,Materiel,2025-04-12
F2910,9609.91,Deplacements,2025-03-17
F2911,16220.69,Materiel,2025-06-22
F2912,1407.1,Fournitures,2025-13-28
F2913,13.77,Fournitures,2025-08-24
F2914,290466.97,Deplacements,2025-12-23
F2915,27.06,Marketing,2025-08-15
F2916,2838.33,Deplacements,2025-09-15
F2917,578.27,Logistique,2025-06-24
F2918,180782.01,Deplacements,2025-12-15
F2919,37.9,Marketing,2025-01-19
F2920,25403.82,Fournitures,2025-10-22
F2921,389.96,Logistique,2025-09-11
F2922,21397.24,Materiel,2025-08-14
F2923,452.25,Marketing,2025-07-05
F2924,45191.7,Deplacements,2025-09-05
F2925,2.72,Marketing,2025-01-08
F2926,4397.81,Logistique,2025-11-05
F2927,45955.85,Consulting,2025-06-24
F2928,1999.72,Marketing,2025-04-09
F2929,33.54,Marketing,2025-05-04
F2930,355.84,Services,2025-01-26
F2931,1233.8,Fournitures,2025-07-16
F2932,290.91,Deplacements,2025-12-06
F2933,2.54,Marketing,2025-10-07
F2934,66241.48,Marketing,2025-05-23
F2935,1469.35,Consulting,2025-01-14
F2936,14.36,Deplacements,2025-08-24
F2937,35.68,Fournitures,2025-01-04
F2938,15,Logistique,2025-02-08
F2939,8.49,Services,2025-04-21
F2940,6.1,Consulting,2025-03-04
F2941,134.94,Logistique,2025-02-12
F2942,19.45,Logistique,2025-06-28
F2943,2069.73,Deplacements,2025-02-21
F2944,134.36,Materiel,2025-09-24
F2945,675.08,Deplacements,2025-08-19
F2946,2823.18,Deplacements,2025-12-23
F2947,308599.96,Fournitures,2025-12-04
F2948,28480.39,Marketing,2025-01-09
F2949,55272.88,Materiel,2025-02-13
F2950,188.36,Consulting,2025-03-06
F2951,2205.16,Consulting,2025-05-01
F2952,4332.07,Marketing,2025-05-13
F2953,435458.02,Fournitures,2025-07-27
F2954,9.27,Materiel,2025-09-12
F2955,208.99,Logistique,2025-01-19
F2956,3977.56,Marketing,2025-04-28
F2957,28279.24,Materiel,2025-02-18
F2958,210272.2,Consulting,2025-09-03
F2959,465.45,Consulting,2025-03-04
F2960,21458.62,Marketing,2025-01-25
F2961,1.38,Fournitures,2025-07-28
F2962,37.32,Consulting,2025-09-12
F2963,9.91,Services,2025-07-23
F2964,966.75,Materiel,2025-12-04
F2965,66.22,Fournitures,2025-02-02
F2966,7672.31,Logistique,2025-05-26
F2967,5006.52,Materiel,2025-13-27
F2968,19460.71,Marketing,2025-08-20
F2969,1369.94,Logistique,2025-05-11
F2970,71287.63,Materiel,2025-11-25
F2971,82634.81,Materiel,2025-02-02
F2972,1940.96,Fournitures,2025-06-19
F2973,1.53,Services,2025-08-09
F2974,213.26,Marketing,2025-01-09
F2975,485.69,Deplacements,2025-05-21
F2976,14065.07,Consulting,2025-09-01
F2977,3.77,Consulting,2025-06-10
F2978,2.8,Materiel,2025-06-12
F2979,2608.27,Fournitures,2025-10-08
F2980,5321.96,Logistique,2025-02-07
F2981,24.41,Materiel,2025-01-10
F2982,479603.79,Fournitures,2025-08-02
F2983,234501.71,Consulting,2025-08-09
F2984,1.34,Marketing,2025-01-02
F2985,83.78,Fournitures,2025-03-06
F2986,65.65,Deplacements,2025-03-14
F2987,15.99,Materiel,2025-09-15
F2988,64.23,Consulting,2025-11-13
F2989,10311.35,Services,2025-02-11
F2990,375.66,Materiel,2025-09-04
F2991,12.27,Marketing,2025-06-25
F2992,178178.54,Consulting,2025-02-18
F2993,15.9,Logistique,2025-02-16
F2994,9425.36,Marketing,2025-07-26
F2995,41807.14,Logistique,2025-08-11
F2996,57439.97,Materiel,2025-08-12
F2997,14844.18,Marketing,2025-11-08
F2998,40061.33,Fournitures,2025-02-04
F2999,28987.42,Fournitures,2025-04-22
