id,montant,fournisseur,date
TX6173,5000,Alpha SARL,2025-02-13
TX6174,1500,Alpha SARL,2025-08-21
TX6175,2000,Gamma Services,2025-09-14
TX6176,5817.82,Beta Corp,2025-09-16
TX6177,9000,Epsilon Consulting,2025-09-03
TX6178,5686.63,Gamma Services,2025-03-13
TX6179,5302.38,Epsilon Consulting,2025-12-24
TX6180,13.86,Gamma Services,2025-01-13
TX6181,5000,Alpha SARL,2025-10-04
TX6182,1500,Alpha SARL,2025-11-04
TX6183,18.59,Epsilon Consulting,2025-07-02
TX6184,9000,Gamma Services,2025-12-01
TX6185,1000,Beta Corp,2025-04-12
TX6186,1500,Alpha SARL,2025-02-23
TX6187,5403.81,Beta Corp,2025-07-08
TX6188,9000,Delta Trading,2025-09-26
TX6189,9591.03,Delta Trading,2025-05-20
TX6190,9500,Gamma Services,2025-06-07
TX6191,55.84,Gamma Services,2025-05-06
TX6192,1500,Beta Corp,2025-04-24
TX6193,9622.03,Alpha SARL,2025-08-25
TX6194,2000,Beta Corp,2025-12-08
TX6195,5551.72,Alpha SARL,2025-01-01
TX6196,500,Gamma Services,2025-02-07
TX6197,9108.7,Beta Corp,2025-05-11
TX6198,1500,Gamma Services,2025-01-12
TX6199,1000,Gamma Services,2025-12-23
